Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,None,2,10.2125,80,129,0.2375,0.5875,0.7625,61,0.5291666666666667,0.825,0.8625,0.6549999999999999,0.401911587749595,0.35244716306174706,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '191', '209', '1073', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,None,3,10.325,80,130,0.2375,0.5875,0.7375,59,0.5208333333333334,0.825,0.8625,0.65,0.40027812397874074,0.35117677939190484,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '191', '209', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,None,None,4,10.35,80,131,0.2375,0.575,0.7375,59,0.5166666666666667,0.825,0.8625,0.6475,0.3998604696382435,0.35141239830859466,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '191', '209', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_States,NO,GUI_States,None,2,1.4375,32,33,0.2375,0.4,0.4,32,0.3458333333333334,0.4,0.4,0.3675,0.3166666666666667,0.2593229166666666,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_States,None,3,1.5,34,35,0.2375,0.425,0.425,34,0.3625,0.425,0.425,0.3875,0.3270833333333333,0.25917410714285716,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_States,None,4,1.6111111111111112,36,38,0.2375,0.45,0.45,36,0.37916666666666665,0.45,0.45,0.40750000000000003,0.33333333333333337,0.26959077380952384,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_States,None,2,5.555555555555555,18,18,0.125,0.1875,0.2,16,0.1708333333333333,0.2125,0.2125,0.1875,0.1567685475444096,0.1349941222570533,"['18', '19', '206', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '168', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_States,None,3,3.909090909090909,33,43,0.25,0.3625,0.3875,31,0.3333333333333333,0.4,0.4,0.36,0.3027209284967906,0.2617624754316564,"['18', '19', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '110', '168', '1406', '45']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_States,None,4,3.888888888888889,36,46,0.2375,0.4,0.425,34,0.3541666666666667,0.4375,0.4375,0.3875,0.30938759516345726,0.26622428098721207,"['18', '19', '53', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '110', '168', '1406', '45']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_States,None,2,3.8378378378378377,37,38,0.225,0.4125,0.4375,35,0.35833333333333334,0.45,0.45,0.39499999999999996,0.3089709284967906,0.2556860865427676,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '168', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_States,None,3,3.4,50,62,0.2875,0.575,0.6,48,0.4875,0.6125,0.6125,0.5375,0.41147092849679057,0.3544559278126089,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '45', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_States,None,4,3.519230769230769,52,65,0.2625,0.6,0.625,50,0.49583333333333335,0.6375,0.6375,0.5525,0.39938759516345723,0.34570885890928993,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '45', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_States,None,2,10.65,80,129,0.225,0.575,0.7375,59,0.5125000000000001,0.7875,0.8375,0.6325000000000001,0.39004648504019557,0.34316852889915883,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_States,None,3,10.6375,80,130,0.225,0.6125,0.725,58,0.5208333333333334,0.775,0.85,0.6375,0.394240714831281,0.3467936599063612,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,GUI_States,None,4,10.625,80,130,0.2375,0.6,0.725,58,0.5208333333333334,0.775,0.85,0.6375,0.39864040643702386,0.34774478533093023,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_States,None,2,10.65,80,129,0.225,0.575,0.7375,59,0.5125000000000001,0.7875,0.8375,0.6325000000000001,0.39004648504019557,0.34316852889915883,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_States,None,3,10.6375,80,130,0.225,0.6125,0.725,58,0.5208333333333334,0.775,0.85,0.6375,0.394240714831281,0.3467936599063612,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,GUI_States,None,4,10.625,80,131,0.2375,0.6,0.725,58,0.5208333333333334,0.775,0.85,0.6375,0.39864040643702386,0.3482882635917998,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_States,NO,Interacted_GUI_Component_IDs,None,2,1.40625,32,33,0.25,0.4,0.4,32,0.35000000000000003,0.4,0.4,0.37,0.3229166666666667,0.2655729166666666,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,Interacted_GUI_Component_IDs,None,3,1.4705882352941178,34,35,0.25,0.425,0.425,34,0.3666666666666667,0.425,0.425,0.39,0.3333333333333333,0.26006696428571424,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,Interacted_GUI_Component_IDs,None,4,1.5555555555555556,36,38,0.2625,0.45,0.45,36,0.3875,0.45,0.45,0.4125,0.3458333333333333,0.2809002976190476,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,5.166666666666667,18,18,0.15,0.1875,0.2125,17,0.18333333333333335,0.2125,0.2125,0.195,0.1690189014202172,0.14776341896407685,"['18', '19', '206', '256', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '168', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,3.757575757575758,33,43,0.2625,0.3625,0.4,32,0.3416666666666666,0.4,0.4,0.36499999999999994,0.3104077903091061,0.268703399122807,"['18', '19', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '110', '168', '1406', '45']"
Filtering,Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,3.8055555555555554,36,46,0.2625,0.3875,0.4375,35,0.3625,0.4375,0.4375,0.39249999999999996,0.32519945697577274,0.27608001122598164,"['18', '19', '53', '129', '206', '256', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '110', '168', '1406', '45']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,3.72972972972973,37,38,0.225,0.4125,0.45,36,0.3625,0.45,0.45,0.39749999999999996,0.31235223475355056,0.2595863356307435,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '168', '1406', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,3.3,50,62,0.2875,0.575,0.6125,49,0.4916666666666667,0.6125,0.6125,0.54,0.4139494569757728,0.35529566102756893,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '45', '1150']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,3.423076923076923,52,65,0.2875,0.5875,0.625,50,0.5,0.6375,0.6375,0.555,0.42133582061213637,0.36022503287100327,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '45', '1150']"
Filtering,All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,10.4875,80,129,0.25,0.5875,0.7375,59,0.525,0.7875,0.8625,0.6450000000000001,0.40759508256891197,0.3546123643313001,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '191', '1073', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,10.4375,80,130,0.2625,0.5875,0.7375,59,0.5291666666666667,0.8,0.8625,0.65,0.4206081934661148,0.3636528310559854,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,10.4875,80,130,0.25,0.6,0.75,60,0.5333333333333333,0.8,0.875,0.655,0.4216560236816749,0.369756709390795,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,2,10.4875,80,129,0.25,0.5875,0.7375,59,0.525,0.7875,0.8625,0.6450000000000001,0.40759508256891197,0.3546123643313001,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '191', '1073', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,3,10.4375,80,130,0.2625,0.5875,0.7375,59,0.5291666666666667,0.8,0.8625,0.65,0.4206081934661148,0.3636528310559854,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_State_and_All_GUI_Component_IDs,NO,Interacted_GUI_Component_IDs,None,4,10.4875,80,131,0.25,0.6,0.75,60,0.5333333333333333,0.8,0.875,0.655,0.4216560236816749,0.3703519474860332,"['2', '10', '18', '19', '44', '53', '117', '128', '130', '135', '191', '1202', '1205', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1445', '1481', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '110', '168', '1406', '1640', '1150']"
Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,1.40625,32,33,0.25,0.4,0.4,32,0.35000000000000003,0.4,0.4,0.37,0.3229166666666667,0.2624479166666666,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,1.5,34,35,0.2375,0.425,0.425,34,0.3625,0.425,0.425,0.3875,0.3270833333333333,0.2581324404761905,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,GUI_States,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,1.6111111111111112,36,38,0.225,0.45,0.45,36,0.375,0.45,0.45,0.40499999999999997,0.3291666666666667,0.2685491071428571,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '256', '1202', '1205', '1224', '1299', '1399', '1430', '1481', '162', '192', '199', '200', '1228', '1563', '11', '227', '1428', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,5.5,18,18,0.125,0.1875,0.2,16,0.1708333333333333,0.2125,0.2125,0.1875,0.15690743643329852,0.13513301114594217,"['18', '19', '206', '1202', '1224', '1399', '162', '1563', '1568', '1428', '159', '1130', '201', '1223', '168', '1406']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,3.8484848484848486,33,43,0.25,0.3625,0.3875,31,0.3333333333333333,0.4,0.4,0.36,0.3031574364332985,0.26240731670149775,"['18', '19', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1130', '201', '1147', '1223', '1645', '110', '168', '1406', '45']"
Filtering,Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,3.9166666666666665,36,46,0.2375,0.3875,0.425,34,0.35000000000000003,0.4375,0.4375,0.385,0.3110183255441876,0.26821215422508526,"['18', '19', '53', '129', '206', '1202', '1205', '1207', '1215', '1224', '1399', '76', '160', '162', '192', '200', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1130', '201', '1147', '1223', '1645', '110', '168', '1406', '45']"
Filtering,GUI_State_and_Interacted_GUI_Component_IDs,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,3.7837837837837838,37,38,0.2375,0.4125,0.4375,35,0.3625,0.45,0.45,0.39749999999999996,0.3153598173856794,0.2589499754316565,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '168', '1406', '1150']"
