,Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List,BugLocator HIT@10,BugLocator Avg HIT Between 1 and 5,SentenceBERT HIT@10,SentenceBERT Avg HIT Between 1 and 5,UnixCoder HIT@10,UnixCoder Avg HIT Between 1 and 5,Lucene HIT@10,Lucene Avg HIT Between 1 and 5,Average All Config HIT@10,Average All Config Avg HIT Between 1 and 5,BugLocator Rank,SentenceBERT Rank,UnixCoder Rank,Lucene Rank,Average All Config Rank
178,Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,None,3,8.734177215189874,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.7875,0.85,0.6825,0.5188942720522434,0.4279644820510553,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.525,0.7375,0.4125,0.7,0.39375,0.8375,0.575,0.7499999999999999,0.4765625,92.0,75.0,110.0,34.0,155.0
179,Boosting,NO,GUI_State_and_All_GUI_Component_IDs,None,None,4,8.810126582278482,79,141,0.4,0.6375,0.725,58,0.5875,0.7875,0.85,0.68,0.5181710911235831,0.4298198430695478,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.51875,0.7375,0.40625,0.7,0.39375,0.8375,0.575,0.7499999999999999,0.4734375,93.0,76.0,110.0,34.0,156.0
180,Boosting,NO,GUI_States,GUI_States,None,2,8.746835443037975,79,141,0.375,0.7125,0.7875,63,0.625,0.825,0.875,0.7150000000000001,0.5175274931700812,0.4514519560344632,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.54375,0.7625,0.48750000000000004,0.7625,0.51875,0.85,0.55625,0.790625,0.5265625,31.0,51.0,30.0,24.0,72.0
181,Boosting,NO,GUI_States,GUI_States,None,3,8.835443037974683,79,141,0.35,0.725,0.7875,63,0.6208333333333332,0.825,0.875,0.7125,0.4949067355647133,0.4405069064297043,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.5375,0.775,0.49375,0.7625,0.525,0.8625,0.5625,0.796875,0.5296875,32.0,37.0,29.0,14.0,60.0
182,Boosting,NO,GUI_States,GUI_States,None,4,8.582278481012658,79,141,0.3625,0.7375,0.8,64,0.6333333333333334,0.8375,0.8875,0.725,0.4979854392684171,0.4457784193208337,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.55,0.7875,0.5,0.775,0.53125,0.875,0.5687500000000001,0.809375,0.5375000000000001,19.0,27.0,17.0,6.0,32.0
183,Boosting,NO,Interacted_GUI_Component_IDs,GUI_States,None,2,10.60759493670886,79,141,0.3375,0.5625,0.7125,57,0.5375,0.7625,0.8375,0.6425,0.4577569233377735,0.4021377900740507,"['2', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7125,0.45,0.7125,0.3875,0.7,0.4125,0.7875,0.5125,0.728125,0.440625,112.0,99.0,108.0,72.0,176.0
184,Boosting,NO,Interacted_GUI_Component_IDs,GUI_States,None,3,9.974683544303796,79,141,0.3625,0.6125,0.725,58,0.5666666666666668,0.8,0.8625,0.6725,0.484526917469869,0.4304279748774102,"['2', '18', '19', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.48750000000000004,0.775,0.45625,0.725,0.43125,0.8125,0.5125,0.759375,0.471875,99.0,44.0,82.0,58.0,113.0
185,Boosting,NO,Interacted_GUI_Component_IDs,GUI_States,None,4,9.886075949367088,79,141,0.3625,0.6,0.725,58,0.5625,0.8125,0.875,0.675,0.4798084622987218,0.4255775945118361,"['2', '18', '19', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.48124999999999996,0.775,0.44375,0.7125,0.4375,0.8125,0.525,0.75625,0.47187499999999993,101.0,46.0,91.0,55.0,133.0
186,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,2,9.582278481012658,79,141,0.3375,0.65,0.7625,61,0.5833333333333334,0.8125,0.8625,0.6849999999999999,0.4691898886759021,0.4129597858415975,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7625,0.49375,0.75,0.45625,0.75,0.4875,0.8375,0.55,0.775,0.496875,61.0,61.0,47.0,37.0,89.0
187,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,3,9.113924050632912,79,141,0.35,0.6625,0.7875,63,0.6,0.8375,0.875,0.7024999999999999,0.4822085781466135,0.4418350856004309,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.50625,0.8125,0.50625,0.7625,0.5,0.85,0.5625,0.803125,0.51875,39.0,14.0,32.0,23.0,47.0
188,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,4,9.569620253164556,79,141,0.35,0.6125,0.775,62,0.5791666666666667,0.8375,0.875,0.6900000000000001,0.4703142318086696,0.4246709670672205,"['8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.775,0.48125,0.8125,0.4875,0.7625,0.48750000000000004,0.85,0.5625,0.7999999999999999,0.5046875,54.0,16.0,34.0,23.0,58.0
189,Boosting,NO,All_GUI_Component_IDs,GUI_States,None,2,8.962025316455696,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.8,0.8875,0.6925000000000001,0.5160244175490403,0.4306818669220499,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.525,0.7375,0.39999999999999997,0.7375,0.42500000000000004,0.8375,0.6,0.759375,0.48750000000000004,92.0,77.0,69.0,29.0,110.0
190,Boosting,NO,All_GUI_Component_IDs,GUI_States,None,3,8.683544303797468,79,141,0.4,0.675,0.725,58,0.6000000000000001,0.8125,0.8875,0.7,0.5243094887381804,0.4334408046345953,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.5375000000000001,0.725,0.41875,0.7375,0.44375000000000003,0.85,0.6,0.759375,0.5,90.0,81.0,65.0,17.0,108.0
191,Boosting,NO,All_GUI_Component_IDs,GUI_States,None,4,8.746835443037975,79,141,0.4,0.6625,0.7125,57,0.5916666666666667,0.8125,0.8875,0.695,0.5235904697389261,0.4327029531676272,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.53125,0.725,0.41874999999999996,0.725,0.45,0.8625,0.6,0.7562500000000001,0.5,105.0,82.0,79.0,10.0,122.0
192,Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,2,8.987341772151899,79,141,0.4,0.65,0.725,58,0.5916666666666667,0.8,0.875,0.6900000000000001,0.5159617609074362,0.4302223848836204,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.725,0.525,0.7375,0.39999999999999997,0.7375,0.42500000000000004,0.8375,0.6,0.759375,0.48750000000000004,92.0,77.0,69.0,29.0,110.0
193,Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,3,8.721518987341772,79,141,0.4,0.675,0.725,58,0.6000000000000001,0.8125,0.875,0.6975,0.5242290258287701,0.4329635163283596,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.5375000000000001,0.725,0.41875,0.7375,0.44375000000000003,0.85,0.6,0.759375,0.5,90.0,81.0,65.0,17.0,108.0
194,Boosting,NO,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,4,8.784810126582279,79,141,0.4,0.6625,0.7125,57,0.5916666666666667,0.8125,0.875,0.6925,0.5235100068295158,0.4362029375886643,"['2', '8', '10', '18', '19', '128', '129', '130', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.53125,0.725,0.41874999999999996,0.725,0.45,0.8625,0.6,0.7562500000000001,0.5,105.0,82.0,79.0,10.0,122.0
195,Boosting,NO,GUI_States,Interacted_GUI_Component_IDs,None,2,8.455696202531646,79,141,0.3375,0.7125,0.7875,63,0.6124999999999999,0.825,0.85,0.7024999999999999,0.5000617445386573,0.4349586743033244,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.525,0.775,0.5,0.7625,0.5125,0.8625,0.5625,0.796875,0.5249999999999999,34.0,36.0,31.0,14.0,62.0
196,Boosting,NO,GUI_States,Interacted_GUI_Component_IDs,None,3,8.531645569620252,79,141,0.3125,0.7375,0.7875,63,0.6124999999999999,0.8375,0.85,0.705,0.479041665408314,0.4246616585459241,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.525,0.775,0.5062500000000001,0.7625,0.53125,0.8625,0.56875,0.796875,0.5328125,34.0,34.0,28.0,13.0,59.0
197,Boosting,NO,GUI_States,Interacted_GUI_Component_IDs,None,4,8.367088607594937,79,141,0.3375,0.7375,0.8,64,0.6250000000000001,0.85,0.875,0.72,0.4912499375253883,0.4321493440787725,"['8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.5375000000000001,0.7875,0.51875,0.775,0.5375000000000001,0.875,0.5687500000000001,0.809375,0.5406250000000001,21.0,23.0,15.0,6.0,31.0
198,Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,10.556962025316457,79,141,0.3375,0.575,0.7,56,0.5375,0.75,0.8125,0.635,0.4587968868056304,0.3993577452159315,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7,0.45625,0.7125,0.4125,0.7,0.40625,0.7875,0.5125,0.725,0.44687499999999997,116.0,97.0,109.0,72.0,180.0
199,Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,9.759493670886076,79,141,0.3375,0.6375,0.7375,59,0.5708333333333333,0.8,0.8375,0.67,0.4740607088542572,0.4230571732338971,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7375,0.4875,0.775,0.475,0.7375,0.43125,0.8,0.51875,0.7625,0.47812499999999997,81.0,40.0,68.0,65.0,104.0
200,Boosting,NO,Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,9.873417721518988,79,141,0.35,0.625,0.7375,59,0.5708333333333333,0.8125,0.85,0.675,0.4752237174787597,0.4212117381451957,"['2', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7375,0.4875,0.775,0.45625,0.7125,0.4375,0.8,0.53125,0.7562500000000001,0.478125,81.0,44.0,91.0,64.0,124.0
201,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,9.40506329113924,79,141,0.325,0.65,0.7625,61,0.5791666666666667,0.8125,0.8375,0.6775,0.4632974819919352,0.4083663869573223,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7625,0.48750000000000004,0.775,0.4625,0.75,0.475,0.8375,0.55,0.78125,0.49375,62.0,42.0,49.0,37.0,79.0
202,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,3,8.924050632911392,79,141,0.3375,0.675,0.7875,63,0.6000000000000001,0.8375,0.85,0.6975,0.4811048213295656,0.4417573369097484,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.5062500000000001,0.825,0.50625,0.775,0.50625,0.8375,0.5625,0.8062499999999999,0.5203125000000001,38.0,8.0,21.0,35.0,41.0
203,Boosting,NO,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,4,9.417721518987342,79,141,0.35,0.625,0.775,62,0.5833333333333334,0.8375,0.8625,0.6900000000000001,0.4772789963304669,0.4316564182019388,"['8', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.775,0.4875,0.8125,0.49375,0.7625,0.48124999999999996,0.8375,0.55,0.7968749999999999,0.503125,53.0,15.0,37.0,37.0,67.0
204,Boosting,NO,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,2,8.784810126582279,79,141,0.4125,0.6375,0.7125,57,0.5874999999999999,0.7625,0.8875,0.6824999999999999,0.5265565217161957,0.4356258602605535,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.5249999999999999,0.7375,0.41875,0.725,0.40625,0.85,0.6,0.7562500000000001,0.48749999999999993,106.0,74.0,86.0,17.0,123.0
