,Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Avg Best Ranks,Number of Identified Bugs,Number of identified buggy files,Hit@1,Hit@5,Hit@10,Number of hits@10,Avg Hit@10,Hit@15,Hit@20,Avg Hit@20,MRR,MAP,HIT@10 List,BugLocator HIT@10,BugLocator Avg HIT Between 1 and 5,SentenceBERT HIT@10,SentenceBERT Avg HIT Between 1 and 5,UnixCoder HIT@10,UnixCoder Avg HIT Between 1 and 5,Lucene HIT@10,Lucene Avg HIT Between 1 and 5,Average All Config HIT@10,Average All Config Avg HIT Between 1 and 5,BugLocator Rank,SentenceBERT Rank,UnixCoder Rank,Lucene Rank,Average All Config Rank
335,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,5.431372549019608,51,64,0.3125,0.4875,0.5875,47,0.4625000000000001,0.6,0.6125,0.5200000000000001,0.3937985241266318,0.3278273103205965,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5875,0.4,0.6375,0.42500000000000004,0.6,0.42500000000000004,0.6125,0.44375,0.609375,0.4234375,163.0,148.0,144.0,132.0,242.0
336,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,2,7.531645569620253,79,128,0.3625,0.75,0.7875,63,0.6333333333333333,0.8375,0.9,0.7274999999999999,0.5161613661446728,0.4442410151025634,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.55625,0.8125,0.5125,0.775,0.5125,0.875,0.5687500000000001,0.8125,0.5375000000000001,30.0,13.0,20.0,6.0,23.0
337,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,9.417721518987342,79,128,0.3375,0.625,0.7125,57,0.5583333333333333,0.7875,0.8625,0.665,0.4703689771786974,0.3976936873708686,"['2', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7125,0.48125,0.7625,0.41874999999999996,0.6875,0.40625,0.8,0.5375000000000001,0.7406250000000001,0.4609375,108.0,55.0,111.0,62.0,163.0
338,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,8.405063291139241,79,128,0.3375,0.7,0.775,62,0.6041666666666666,0.8125,0.8875,0.7025,0.475958165608901,0.4119746551806749,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.775,0.51875,0.8,0.475,0.75,0.46875,0.85,0.55625,0.7937500000000001,0.5046875,46.0,21.0,50.0,24.0,69.0
339,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,3,7.430379746835443,79,129,0.3375,0.7625,0.8,64,0.6333333333333334,0.85,0.9,0.73,0.4940583691135929,0.430382881289378,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.55,0.8,0.5125,0.775,0.51875,0.8875,0.56875,0.815625,0.5375,19.0,18.0,19.0,3.0,12.0
340,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,8.569620253164556,79,129,0.3375,0.675,0.75,60,0.5875,0.8125,0.875,0.6900000000000001,0.478331470347078,0.4167589193513225,"['2', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.75,0.5062500000000001,0.7875,0.475,0.725,0.4375,0.825,0.525,0.7718750000000001,0.4859375,68.0,29.0,81.0,48.0,94.0
341,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,7.784810126582278,79,129,0.35,0.7,0.8,64,0.6166666666666666,0.85,0.9,0.72,0.4918730623335229,0.4429546304902796,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.5249999999999999,0.8375,0.5125,0.775,0.48750000000000004,0.8625,0.55625,0.8187500000000001,0.5203125,23.0,1.0,23.0,15.0,7.0
342,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,None,4,7.215189873417722,79,129,0.35,0.7625,0.8125,65,0.6416666666666666,0.8625,0.9125,0.74,0.4985158956353767,0.4350920541346886,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8125,0.5562499999999999,0.8125,0.50625,0.7875,0.525,0.9,0.58125,0.828125,0.5421875,10.0,14.0,8.0,1.0,1.0
343,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,8.544303797468354,79,129,0.35,0.65,0.7625,61,0.5875,0.825,0.8875,0.695,0.4796603844884922,0.4170270763472899,"['2', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7625,0.5,0.7875,0.45625,0.7125,0.4375,0.825,0.5375,0.7718749999999999,0.4828125,60.0,31.0,91.0,46.0,95.0
344,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,8.227848101265822,79,129,0.35,0.6375,0.8,64,0.5958333333333333,0.85,0.9,0.7075,0.4787841859321465,0.4243195982423714,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.49374999999999997,0.8375,0.4875,0.7625,0.4625,0.8625,0.55625,0.815625,0.5,28.0,4.0,40.0,15.0,21.0
345,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,2,7.556962025316456,79,128,0.3625,0.75,0.7875,63,0.6333333333333333,0.8375,0.8875,0.725,0.5155066042399108,0.4437251420866904,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.55625,0.8125,0.5125,0.775,0.5125,0.875,0.5687500000000001,0.8125,0.5375000000000001,30.0,13.0,20.0,6.0,23.0
346,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,2,9.430379746835444,79,128,0.3375,0.625,0.7125,57,0.5583333333333333,0.7875,0.85,0.6625,0.4703392152739355,0.3972671000692813,"['2', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7125,0.48125,0.7625,0.41874999999999996,0.6875,0.40625,0.8,0.5375000000000001,0.7406250000000001,0.4609375,108.0,55.0,111.0,62.0,163.0
347,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,2,8.430379746835444,79,128,0.3375,0.7,0.775,62,0.6041666666666666,0.8125,0.875,0.7,0.475303403704139,0.4114587821648019,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.775,0.51875,0.8,0.475,0.75,0.46875,0.85,0.55625,0.7937500000000001,0.5046875,46.0,21.0,50.0,24.0,69.0
348,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,2,8.873417721518987,79,128,0.4,0.6375,0.7125,57,0.5833333333333334,0.7875,0.8625,0.68,0.5171271263233379,0.4277292512569621,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.7125,0.51875,0.7625,0.4125,0.7,0.39375,0.825,0.5875,0.75,0.478125,107.0,56.0,110.0,43.0,152.0
349,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,3,7.455696202531645,79,129,0.3375,0.7625,0.8,64,0.6333333333333334,0.85,0.8875,0.7275,0.4934036072088309,0.4298670082735049,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.55,0.8,0.5125,0.775,0.51875,0.8875,0.56875,0.815625,0.5375,19.0,18.0,19.0,3.0,12.0
350,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,3,8.569620253164556,79,129,0.3375,0.675,0.75,60,0.5875,0.8125,0.875,0.6900000000000001,0.478331470347078,0.4163620939544969,"['2', '18', '19', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.75,0.5062500000000001,0.7875,0.475,0.725,0.4375,0.825,0.525,0.7718750000000001,0.4859375,68.0,29.0,81.0,48.0,94.0
351,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,3,7.810126582278481,79,129,0.35,0.7,0.8,64,0.6166666666666666,0.85,0.8875,0.7174999999999999,0.4912183004287611,0.4424387574744067,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.5249999999999999,0.8375,0.5125,0.775,0.48750000000000004,0.8625,0.55625,0.8187500000000001,0.5203125,23.0,1.0,23.0,15.0,7.0
352,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,3,8.721518987341772,79,129,0.4,0.65,0.725,58,0.5916666666666667,0.7875,0.8625,0.6849999999999999,0.5189240339570054,0.4256707679365544,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.525,0.7375,0.4125,0.7,0.39375,0.8375,0.575,0.7499999999999999,0.4765625,92.0,75.0,110.0,34.0,155.0
353,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,None,4,7.240506329113924,79,130,0.35,0.7625,0.8125,65,0.6416666666666666,0.8625,0.9,0.7374999999999999,0.4978611337306148,0.4377011811188156,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '256', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8125,0.5562499999999999,0.8125,0.50625,0.7875,0.525,0.9,0.58125,0.828125,0.5421875,10.0,14.0,8.0,1.0,1.0
354,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,None,4,8.544303797468354,79,130,0.35,0.65,0.7625,61,0.5875,0.825,0.8875,0.695,0.4796603844884922,0.4187135842837978,"['2', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7625,0.5,0.7875,0.45625,0.7125,0.4375,0.825,0.5375,0.7718749999999999,0.4828125,60.0,31.0,91.0,46.0,95.0
355,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,None,4,8.240506329113924,79,130,0.35,0.6375,0.8,64,0.5958333333333333,0.85,0.8875,0.7050000000000001,0.4791710906940513,0.4268245585598317,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.49374999999999997,0.8375,0.4875,0.7625,0.4625,0.8625,0.55625,0.815625,0.5,28.0,4.0,40.0,15.0,21.0
356,Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,None,4,8.79746835443038,79,130,0.4,0.6375,0.725,58,0.5875,0.7875,0.8625,0.6825000000000001,0.5182008530283448,0.4254049168338349,"['2', '8', '10', '18', '19', '117', '128', '129', '130', '135', '191', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1645', '1406', '1640']",0.725,0.51875,0.7375,0.40625,0.7,0.39375,0.8375,0.575,0.7499999999999999,0.4734375,93.0,76.0,110.0,34.0,156.0
357,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,2,3.5,36,37,0.3125,0.425,0.425,34,0.3875,0.425,0.4375,0.4050000000000001,0.3612828947368421,0.2988870614035087,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '192', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.425,0.36875,0.4375,0.34375,0.4375,0.36875,0.4375,0.35,0.434375,0.3578125,229.0,260.0,226.0,220.0,364.0
358,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,4.777777777777778,36,37,0.225,0.375,0.4125,33,0.3374999999999999,0.4125,0.4375,0.3724999999999999,0.2962561274509804,0.233860294117647,"['8', '18', '19', '53', '117', '128', '130', '135', '206', '1202', '1205', '1224', '1299', '1399', '1481', '162', '199', '200', '1228', '1563', '1568', '1428', '159', '1089', '1130', '1402', '201', '1096', '1146', '1151', '1223', '1406', '1150']",0.4125,0.3,0.425,0.29375,0.425,0.31875,0.425,0.3,0.421875,0.303125,241.0,278.0,243.0,230.0,388.0
359,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,3,4.469387755102041,49,61,0.3625,0.5625,0.5625,45,0.4958333333333333,0.575,0.5875,0.53,0.4395636155883177,0.3806968226590247,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5625,0.4625,0.6,0.44375,0.575,0.45625000000000004,0.5875,0.45625,0.58125,0.4546875,178.0,177.0,164.0,155.0,278.0
360,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,3,5.163265306122449,49,61,0.3125,0.5,0.5625,45,0.4583333333333333,0.575,0.5875,0.5075000000000001,0.3952419765075842,0.3295438118250445,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.5625,0.40625,0.6,0.425,0.5875,0.40625,0.5875,0.42500000000000004,0.584375,0.415625,183.0,181.0,159.0,160.0,276.0
361,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,GUI_States,None,4,4.15686274509804,51,64,0.375,0.6,0.6,48,0.525,0.6125,0.6125,0.5599999999999999,0.4559203728661275,0.3976068808026355,"['8', '18', '19', '53', '117', '128', '129', '130', '135', '206', '256', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.6,0.4875,0.6375,0.45625,0.6,0.475,0.6125,0.475,0.6125,0.47343749999999996,146.0,144.0,137.0,130.0,237.0
362,Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,4,5.470588235294118,51,64,0.325,0.4875,0.575,46,0.4624999999999999,0.6,0.6125,0.5199999999999999,0.399367434383042,0.3336789586722449,"['8', '18', '19', '117', '128', '129', '130', '135', '206', '1202', '1205', '1207', '1215', '1224', '1299', '1399', '1430', '1481', '76', '160', '162', '192', '199', '200', '1228', '1563', '1568', '11', '227', '1213', '1428', '159', '193', '275', '1089', '1130', '1402', '201', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1150']",0.575,0.40625,0.625,0.425,0.6,0.425,0.6125,0.44999999999999996,0.6031249999999999,0.4265625,173.0,162.0,145.0,131.0,252.0
363,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,2,8.0,79,128,0.375,0.75,0.7875,63,0.6375000000000001,0.825,0.9,0.7274999999999999,0.5207871176249776,0.4492309647699384,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.7875,0.5625,0.7875,0.5,0.7625,0.51875,0.8625,0.5625,0.8,0.5359375,29.0,27.0,30.0,14.0,51.0
364,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,2,9.886075949367088,79,128,0.3375,0.6125,0.7125,57,0.5541666666666667,0.775,0.8625,0.6599999999999999,0.4653974480941135,0.3912525101284,"['2', '8', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.7125,0.47500000000000003,0.7375,0.39999999999999997,0.7,0.41875,0.8,0.53125,0.7375,0.45625,110.0,77.0,106.0,64.0,167.0
365,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,2,8.886075949367088,79,128,0.3375,0.7,0.775,62,0.6041666666666666,0.8125,0.8875,0.7025,0.4745791558026582,0.410959396821584,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.775,0.51875,0.775,0.46875,0.75,0.4875,0.85,0.55,0.7875,0.5062500000000001,46.0,41.0,47.0,25.0,74.0
366,Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_States,None,3,7.810126582278481,79,129,0.35,0.7625,0.8,64,0.6375,0.8375,0.9,0.73,0.4988349977419367,0.4367647424726353,"['2', '8', '10', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1214', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '248', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1222', '1428', '84', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.5562499999999999,0.775,0.50625,0.7625,0.53125,0.875,0.5625,0.8031250000000001,0.5390625,18.0,35.0,28.0,8.0,44.0
367,Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_States,None,3,8.848101265822784,79,129,0.35,0.6625,0.75,60,0.5875,0.825,0.8875,0.695,0.482125429489286,0.4173802370079311,"['2', '8', '18', '19', '117', '128', '129', '130', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640']",0.75,0.50625,0.775,0.48124999999999996,0.7375,0.4375,0.825,0.53125,0.7718750000000001,0.48906249999999996,69.0,39.0,67.0,47.0,93.0
368,Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,3,8.139240506329115,79,129,0.35,0.7,0.8,64,0.6166666666666666,0.85,0.9,0.72,0.4865260228823563,0.4389203102441065,"['2', '8', '18', '19', '53', '117', '128', '129', '130', '135', '191', '206', '209', '1202', '1205', '1207', '1214', '1215', '1224', '1299', '1399', '1430', '1441', '1481', '76', '92', '158', '160', '162', '192', '199', '200', '1198', '1228', '1389', '1425', '1446', '1563', '1568', '11', '55', '56', '227', '1213', '1428', '84', '159', '193', '275', '1089', '1130', '1402', '71', '201', '1641', '1096', '1146', '1147', '1151', '1223', '1645', '1406', '1640', '1150']",0.8,0.5249999999999999,0.8125,0.5125,0.7625,0.5,0.8625,0.55625,0.809375,0.5234375,23.0,13.0,32.0,15.0,34.0
